post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,stock_status,backorders
Designers Guild Fabric Pompano Outdoor,designers-guild-fabric-pompano-outdoor-2,,999535091,"A versatile dual toned jacquard weave created with innovative solution dyed FR yarns. Strong and hardwearing with superb light fastness and mould resistance. Perfect for all exterior cushions, seating and sun loungers and interior spaces requiring optimum practicality.  Available in seven colourways.","<h1>Care Code</h1><p>&nbsp;<img align=baseline alt=MACHINE WASH UP TO 40DEG - MEDIUM AGITATION-197 height=40 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/MACHINE-WASH-UP-TO-40DEG-MEDIUM-AGITATION-197.png"" title=MACHINE WASH UP TO 40DEG - MEDIUM AGITATION-197 width=44 />&nbsp;<img align=baseline alt=BLEACH-912 height=41 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/BLEACH-912.png"" title=BLEACH-912 width=59 />&nbsp;<img align=baseline alt=NO TUMBLE DRY height=36 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-TUMBLE-DRY.png"" title=NO TUMBLE DRY width=39 />&nbsp;<img align=baseline alt=DO NOT IRON height=41 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/DO-NOT-IRON.png"" title=DO NOT IRON width=59 />&nbsp;<img align=baseline alt=DO NOT DRY CLEAN height=32 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/DO-NOT-DRY-CLEAN.png"" title=DO NOT DRY CLEAN width=42 />&nbsp;</p><h1>Care Code Guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics.<br /><br />Please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Fabric-Care-Guide.pdf""><span style=color:#ff3300;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 10:51,1049,open,FDG2870-01-P,,,onbackorder,no
Designers Guild Fabric Pompano Outdoor - Indigo,variation-999536048-of-designers-guild-fabric-pompano-outdoor,999535091,999536049,,Colour: Indigo,publish,,0,17/04/22 10:51,1049,closed,FDG2870-01,FDG2870-01-P,,onbackorder,no
Designers Guild Fabric Pompano Outdoor - Graphite,variation-999536053-of-designers-guild-fabric-pompano-outdoor,999535091,999536053,,Colour: Graphite,publish,,0,17/04/22 10:51,1049,closed,FDG2870-02,FDG2870-01-P,,onbackorder,no
Designers Guild Fabric Pompano Outdoor - Noir,variation-999536058-of-designers-guild-fabric-pompano-outdoor,999535091,999536058,,Colour: Noir,publish,,0,17/04/22 10:51,1049,closed,FDG2870-03,FDG2870-01-P,,onbackorder,no
Designers Guild Fabric Pompano Outdoor - Natural,variation-999536063-of-designers-guild-fabric-pompano-outdoor,999535091,999536063,,Colour: Natural,publish,,0,17/04/22 10:51,1049,closed,FDG2870-04,FDG2870-01-P,,onbackorder,no
Designers Guild Fabric Navarre Outdoor,designers-guild-fabric-navarre-outdoor,,999535096,"A simple yet stylish jacquard weave woven with a subtle two toned solution dyed yarn. This mould and mildew resistant fabric is ideal for all exterior cushions, seating and sun loungers as well as interiors requiring added practicality.  Available in 5 colourways.","<h1>Care Code</h1><p>&nbsp;<img align=baseline alt=MACHINE WASH UP TO 40DEG - MEDIUM AGITATION height=40 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/MACHINE-WASH-UP-TO-40DEG-MEDIUM-AGITATION.png"" title=MACHINE WASH UP TO 40DEG - MEDIUM AGITATION width=44 />&nbsp;<img align=baseline alt=NO BLEACH height=42 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-BLEACH.png"" title=NO BLEACH width=44 />&nbsp;<img align=baseline alt=TUMBLE DRY MEDIUM height=37 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/TUMBLE-DRY-MEDIUM.png"" title=TUMBLE DRY MEDIUM width=38 />&nbsp;<img align=baseline alt=MEDIUM IRON height=31 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/MEDIUM-IRON.png"" title=MEDIUM IRON width=49 />&nbsp;<img align=baseline alt=PROFESSIONAL DRY CLEAN height=46 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/PROFESSIONAL-DRY-CLEAN.png"" title=PROFESSIONAL DRY CLEAN width=44 />&nbsp;</p><h1>Care Code Guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics.<br /><br />Please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Fabric-Care-Guide.pdf""><span style=color:#ff3300;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from; therefore, we recommend viewing in person for true colour representation. </p>",publish,,0,17/04/22 10:51,1049,open,FDG2871-01-P,,,onbackorder,no
Designers Guild Fabric Navarre Outdoor - Aqua,variation-999536068-of-designers-guild-fabric-navarre-outdoor,999535096,999536069,,Colour: Aqua,publish,,0,17/04/22 10:51,1049,closed,FDG2871-01,FDG2871-01-P,,onbackorder,no
Designers Guild Fabric Navarre Outdoor - Ecru,variation-999536073-of-designers-guild-fabric-navarre-outdoor,999535096,999536073,,Colour: Ecru,publish,,0,17/04/22 10:51,1049,closed,FDG2871-02,FDG2871-01-P,,onbackorder,no
Designers Guild Fabric Navarre Outdoor - Graphite,variation-999536078-of-designers-guild-fabric-navarre-outdoor,999535096,999536078,,Colour: Graphite,publish,,0,17/04/22 10:51,1049,closed,FDG2871-03,FDG2871-01-P,,onbackorder,no
Designers Guild Fabric Navarre Outdoor - Noir,variation-999536083-of-designers-guild-fabric-navarre-outdoor,999535096,999536083,,Colour: Noir,publish,,0,17/04/22 10:51,1049,closed,FDG2871-04,FDG2871-01-P,,onbackorder,no
Designers Guild Fabric Tulsi Outdoor,designers-guild-fabric-tulsi-outdoor,,999535101,"With detailed studies of leaves, digitally printed onto a resilient water and stain resistant canvas. Make a statement for your outside space from poolside to garden scheme - the 100% acrylic base cloth used for this collection of outdoor prints is water repellent, soil, stain, mould and mildew resistant and also machine washable. Great for all exterior cushions, seating and sun loungers.","<h1>Care Code</h1><p>&nbsp;<img align=baseline alt=MACHINE WASH UP TO 30DEG - MEDIUM AGITATION height=39 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/MACHINE-WASH-UP-TO-30DEG-MEDIUM-AGITATION.png"" title=MACHINE WASH UP TO 30DEG - MEDIUM AGITATION width=45 />&nbsp;<img align=baseline alt=NO BLEACH height=42 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-BLEACH.png"" title=NO BLEACH width=44 />&nbsp;<img align=baseline alt=NO TUMBLE DRY height=36 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-TUMBLE-DRY.png"" title=NO TUMBLE DRY width=39 />&nbsp;<img align=baseline alt=COOL IRON height=30 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/COOL-IRON.png"" title=COOL IRON width=49 />&nbsp;<img align=baseline alt=DO NOT DRY CLEAN height=32 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/DO-NOT-DRY-CLEAN.png"" title=DO NOT DRY CLEAN width=42 />&nbsp;</p><h1>Care Code Guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics.<br /><br />Please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Fabric-Care-Guide.pdf""><span style=color:#ff3300;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 10:51,1049,open,FDG2874-01-P,,,onbackorder,no
Designers Guild Fabric Tulsi Outdoor - Sage,variation-999536088-of-designers-guild-fabric-tulsi-outdoor,999535101,999536089,,Colour: Sage,publish,,0,17/04/22 10:51,1049,closed,FDG2874-01,FDG2874-01-P,,onbackorder,no
Designers Guild Fabric Tulsi Outdoor - Eau De Nil,variation-999536093-of-designers-guild-fabric-tulsi-outdoor,999535101,999536093,,Colour: Eau De Nil,publish,,0,17/04/22 10:51,1049,closed,FDG2874-02,FDG2874-01-P,,onbackorder,no
Designers Guild Fabric Tarazona,designers-guild-fabric-tarazona,,999535106,"A sophisticated and stylish velvety weave taking inspiration from our bestselling Manipur decorative velvet. Created with our unique easy-clean technology and with a tumbled finish, this perfect hardwearing plain is also washable. Available in a wide and versatile colour palette for elegant yet practical upholstery, curtaining and all other interior applications.","<h1>Care Code</h1><p><img align=""baseline"" alt=""PROFESSIONAL DRY CLEAN"" height=""46"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/PROFESSIONAL-DRY-CLEAN.png"" title=""PROFESSIONAL DRY CLEAN"" width=""44"" />&nbsp;<img align=""baseline"" alt=""NO BLEACH"" height=""42"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-BLEACH.png"" title=""NO BLEACH"" width=""44"" />&nbsp;<img align=""baseline"" alt=""NO TUMBLE DRY"" height=""36"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-TUMBLE-DRY.png"" title=""NO TUMBLE DRY"" width=""39"" />&nbsp;<img align=""baseline"" alt=""MACHINE WASH UP TO 30DEG"" height=""33"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/MACHINE-WASH-UP-TO-30DEG.png"" title=""MACHINE WASH UP TO 30DEG"" width=""45"" /><img align=""baseline"" alt=""DO NOT IRON"" height=""41"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/DO-NOT-IRON.png"" title=""DO NOT IRON"" width=""59"" /><br /><br />&nbsp;</p><h1>Care Code Guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics.<br /><br />Please click <strong><a -="""" care="""" fabric="""" guide.pdf="""" href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Fabric-Care-Guide.pdf""><span style=""color:#ff3300;"">here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 10:51,1049,open,FDG2919-05-P,,,onbackorder,no
Designers Guild Fabric Tarazona - Denim,variation-999536098-of-designers-guild-fabric-tarazona,999535106,999536099,,Colour: Denim,publish,,0,17/04/22 10:51,1049,closed,FDG2919-05,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Kingfisher,variation-999536103-of-designers-guild-fabric-tarazona,999535106,999536103,,Colour: Kingfisher,publish,,0,17/04/22 10:52,1049,closed,FDG2919-06,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Dusk,variation-999536108-of-designers-guild-fabric-tarazona,999535106,999536108,,Colour: Dusk,publish,,0,17/04/22 10:52,1049,closed,FDG2919-07,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Aqua,variation-999536113-of-designers-guild-fabric-tarazona,999535106,999536113,,Colour: Aqua,publish,,0,17/04/22 10:52,1049,closed,FDG2919-08,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Celadon,variation-999536118-of-designers-guild-fabric-tarazona,999535106,999536118,,Colour: Celadon,publish,,0,17/04/22 10:52,1049,closed,FDG2919-09,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Turquoise,variation-999536123-of-designers-guild-fabric-tarazona,999535106,999536123,,Colour: Turquoise,publish,,0,17/04/22 10:52,1049,closed,FDG2919-10,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Jade,variation-999536128-of-designers-guild-fabric-tarazona,999535106,999536128,,Colour: Jade,publish,,0,17/04/22 10:52,1049,closed,FDG2919-14,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Duck Egg,variation-999536133-of-designers-guild-fabric-tarazona,999535106,999536133,,Colour: Duck Egg,publish,,0,17/04/22 10:52,1049,closed,FDG2919-12,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Viridian,variation-999536138-of-designers-guild-fabric-tarazona,999535106,999536138,,Colour: Viridian,publish,,0,17/04/22 10:52,1049,closed,FDG2919-13,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Emerald,variation-999536143-of-designers-guild-fabric-tarazona,999535106,999536143,,Colour: Emerald,publish,,0,17/04/22 10:52,1049,closed,FDG2919-15,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Fir,variation-999536148-of-designers-guild-fabric-tarazona,999535106,999536148,,Colour: Fir,publish,,0,17/04/22 10:52,1049,closed,FDG2919-16,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Apple,variation-999536153-of-designers-guild-fabric-tarazona,999535106,999536153,,Colour: Apple,publish,,0,17/04/22 10:52,1049,closed,FDG2919-17,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Pistachio,variation-999536158-of-designers-guild-fabric-tarazona,999535106,999536158,,Colour: Pistachio,publish,,0,17/04/22 10:52,1049,closed,FDG2919-18,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Forest,variation-999536163-of-designers-guild-fabric-tarazona,999535106,999536163,,Colour: Forest,publish,,0,17/04/22 10:52,1049,closed,FDG2919-19,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Acacia,variation-999536168-of-designers-guild-fabric-tarazona,999535106,999536168,,Colour: Acacia,publish,,0,17/04/22 10:52,1049,closed,FDG2919-20,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Ochre,variation-999536173-of-designers-guild-fabric-tarazona,999535106,999536173,,Colour: Ochre,publish,,0,17/04/22 10:52,1049,closed,FDG2919-21,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Saffron,variation-999536178-of-designers-guild-fabric-tarazona,999535106,999536178,,Colour: Saffron,publish,,0,17/04/22 10:52,1049,closed,FDG2919-22,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Paprika,variation-999536183-of-designers-guild-fabric-tarazona,999535106,999536183,,Colour: Paprika,publish,,0,17/04/22 10:52,1049,closed,FDG2919-23,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Russet,variation-999536188-of-designers-guild-fabric-tarazona,999535106,999536188,,Colour: Russet,publish,,0,17/04/22 10:52,1049,closed,FDG2919-24,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Terracotta,variation-999536193-of-designers-guild-fabric-tarazona,999535106,999536193,,Colour: Terracotta,publish,,0,17/04/22 10:52,1049,closed,FDG2919-25,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Rose,variation-999536198-of-designers-guild-fabric-tarazona,999535106,999536198,,Colour: Rose,publish,,0,17/04/22 10:52,1049,closed,FDG2919-26,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Coral,variation-999536203-of-designers-guild-fabric-tarazona,999535106,999536203,,Colour: Coral,publish,,0,17/04/22 10:52,1049,closed,FDG2919-27,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Peony,variation-999536208-of-designers-guild-fabric-tarazona,999535106,999536208,,Colour: Peony,publish,,0,17/04/22 10:52,1049,closed,FDG2919-28,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Fuchsia,variation-999536213-of-designers-guild-fabric-tarazona,999535106,999536213,,Colour: Fuchsia,publish,,0,17/04/22 10:52,1049,closed,FDG2919-29,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Scarlet,variation-999536218-of-designers-guild-fabric-tarazona,999535106,999536218,,Colour: Scarlet,publish,,0,17/04/22 10:52,1049,closed,FDG2919-30,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Raspberry,variation-999536223-of-designers-guild-fabric-tarazona,999535106,999536223,,Colour: Raspberry,publish,,0,17/04/22 10:52,1049,closed,FDG2919-31,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Plum,variation-999536228-of-designers-guild-fabric-tarazona,999535106,999536228,,Colour: Plum,publish,,0,17/04/22 10:52,1049,closed,FDG2919-32,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Orchid,variation-999536233-of-designers-guild-fabric-tarazona,999535106,999536233,,Colour: Orchid,publish,,0,17/04/22 10:52,1049,closed,FDG2919-33,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Quartz,variation-999536238-of-designers-guild-fabric-tarazona,999535106,999536238,,Colour: Quartz,publish,,0,17/04/22 10:52,1049,closed,FDG2919-34,FDG2919-05-P,,onbackorder,no
Designers Guild Fabric Tarazona - Alabaster,variation-999536243-of-designers-guild-fabric-tarazona,999535106,999536243,,Colour: Alabaster,publish,,0,17/04/22 10:52,1049,closed,FDG2919-35,FDG2919-05-P,,onbackorder,no
